BrandID,PhotoID,PostURL,PhotoURL,PostDate,PostTime,DownloadDate,Type,Like,LikeAlbum,Comments,Comments_album,NumHashtags,Content,ContentWithoutLink,,1SNS,2brand,3model,31number,32face,33body,34modelposition,4background,5text,51words,52,53textposition,54promotingmessa,6brandname,61brandexpose,62,63brandposition,64brandvisib,65partofprod,66whproduct,7logo,71logoexposure,72,73logoposition,74logotype,75logovisib,76logopartofprod,8product,81productexpose,82,83productposition,9,10angle,11,12hashtag,12_1number,12_2_1content,12_2_2,12_2_3,12_2_4,12_2_5,12_2_6,13text,ContentWithoutLink2,13_2promo,13_3link
1,93,https://www.facebook.com/hmtheus/photos/a.1514853132086268.1073741828.1500573333514248/2002363643335212/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23755615_2002363643335212_6667890285557904447_n.jpg?_nc_cat=0&oh=2e111df58b4a3f51e956714d6c697838&oe=5B837D0C,2017-11-22,3:00,2018-05-21,PICTURE,257,,6,,0,"Roses are red, violets are blue, we love this faux fur, don't you? 💙

Shop these and more: http://hm.info/1a3su","Roses are red, violets are blue, we love this faux fur, don't you? 💙

Shop these and more: http://hm.info/1a3su",,1,1,2,,,,,1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"Roses are red, violets are blue, we love this faux fur, don't you? 💙

Shop these and more: ",1,1
1,94,https://www.facebook.com/hmtheus/videos/2001932626711647/,https://m.facebook.com/story.php?story_fbid=2001932626711647&id=1500573333514248&_rdr,2017-11-21,22:00,2018-05-21,VIDEO,311,,14,,0,"Did you know?! The countdown to Black Friday starts now! 

Shop our deals from $3 + new deals every day! http://hm.info/1a3hw","Did you know?! The countdown to Black Friday starts now! 

Shop our deals from $3 + new deals every day! http://hm.info/1a3hw",,1,1,2,,,,,1,1,7,,"4,5,6",1,1,1,,9,2,2,,1,1,,9,2,2,2,2,,,,,3,,2,,,,,,,,1,"Did you know?! The countdown to Black Friday starts now! 

Shop our deals from $3 + new deals every day! ",1,1
1,95,https://www.facebook.com/hmtheus/photos/a.1514853132086268.1073741828.1500573333514248/2001818976723012/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23755556_2001818976723012_3502577972905017307_n.jpg?_nc_cat=0&oh=bcbbf919a6369025a6817285d87440d0&oe=5B7B97C4,2017-11-21,1:50,2018-05-21,PICTURE,194,,6,,0,"Dress them up in magical party wear for the holidays! 

Shop H&M kids: http://hm.info/1a3fx","Dress them up in magical party wear for the holidays! 

Shop H&M kids: http://hm.info/1a3fx",,1,1,1,2,1,1,"1,2,3,4,5,6,7,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"Dress them up in magical party wear for the holidays! 

Shop H&M kids: ",1,1
1,96,https://www.facebook.com/hmtheus/photos/a.1514853132086268.1073741828.1500573333514248/2001714376733472/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23658423_2001714376733472_6003419456900041871_n.jpg?_nc_cat=0&oh=2846690707ffd3f746a4456a8fd3350f&oe=5B7C9498,2017-11-20,23:01,2018-05-21,PICTURE,142,,4,,0,"Monday Madness! Shop tops from $3 for the whole family and save up to 60% off for 1 day only!

Find more deals as we countdown to Black Friday here: http://hm.info/1a3dj","Monday Madness! Shop tops from $3 for the whole family and save up to 60% off for 1 day only!

Find more deals as we countdown to Black Friday here: http://hm.info/1a3dj",,1,1,2,,,,,1,1,5,,"4,5,6",1,2,,,,,,,2,,,,,,,2,,,,,3,,2,,,,,,,,1,"Monday Madness! Shop tops from $3 for the whole family and save up to 60% off for 1 day only!

Find more deals as we countdown to Black Friday here: ",1,1
1,97,https://www.facebook.com/hmtheus/videos/2000200173551559/,https://m.facebook.com/story.php?story_fbid=2000200173551559&id=1500573333514248&_rdr,2017-11-20,11:48,2018-05-21,VIDEO,153,,5,,0,"Meet your new party BFF. 

Look here: http://hm.info/1a2w0","Meet your new party BFF. 

Look here: http://hm.info/1a2w0",,1,1,2,,,,,1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"4,5,7,8",,3,,2,,,,,,,,1,"Meet your new party BFF. 

Look here: ",2,1
1,98,https://www.facebook.com/hmtheus/photos/a.1514853132086268.1073741828.1500573333514248/2001186880119555/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23621422_2001186880119555_5867596830504517077_n.jpg?_nc_cat=0&oh=274ab328c1c28205143c711c1ae95053&oe=5BBAEC62,2017-11-20,2:00,2018-05-21,PICTURE,252,,9,,0,"We can hear the bells! Our favorite time of the year is getting one step closer each day — and we've picked out the perfect look!

Shop these and more: http://hm.info/1a34l","We can hear the bells! Our favorite time of the year is getting one step closer each day — and we've picked out the perfect look!

Shop these and more: http://hm.info/1a34l",,1,1,2,,,,,1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"We can hear the bells! Our favorite time of the year is getting one step closer each day — and we've picked out the perfect look!

Shop these and more: ",1,1
1,99,https://www.facebook.com/hmtheus/photos/a.1514853132086268.1073741828.1500573333514248/2000139730224270/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23622431_2000139730224270_4485406766639429950_n.jpg?_nc_cat=0&oh=939854a93298dd9ba7eaad47c6e59646&oe=5BC01254,2017-11-19,10:00,2018-05-21,PICTURE,226,,12,,0,The countdown to Black Friday starts now! Shop our deals from $3 + new deals every day!,The countdown to Black Friday starts now! Shop our deals from $3 + new deals every day!,,1,1,1,1,1,1,"1,2,4,5,7,8",1,1,5,,"4,5,6",1,1,1,,9,2,2,,1,1,,9,2,2,2,1,1,,"1,2,4,5,7,8",,3,,2,,,,,,,,1,The countdown to Black Friday starts now! Shop our deals from $3 + new deals every day!,1,2
1,100,https://www.facebook.com/hmtheus/photos/a.1514853132086268.1073741828.1500573333514248/1999644310273812/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/23561408_1999644310273812_3383843239651642513_n.jpg?_nc_cat=0&oh=5d7e1bbddee464a3a60bf5d9f67ff181&oe=5B77A624,2017-11-17,8:00,2018-05-21,PICTURE,199,,3,,0,"We are currently obsessing over rich detailed styles — that means LOTS of embellishments! 

Shop these and more: http://hm.info/1a2h2","We are currently obsessing over rich detailed styles — that means LOTS of embellishments! 

Shop these and more: http://hm.info/1a2h2",,1,1,2,,,,,1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"We are currently obsessing over rich detailed styles — that means LOTS of embellishments! 

Shop these and more: ",1,1
2,1,https://www.facebook.com/665569133594737/videos/979027015582279/,https://m.facebook.com/story.php?story_fbid=979027015582279&id=665569133594737&_rdr,2018-01-11,3:09,2018-05-31,VIDEO,33,,14,,0,"This is Roos Abels. In 2018, she wants to spend more time with her family and friends","This is Roos Abels. In 2018, she wants to spend more time with her family and friends",,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",1,1,3,,8,2,2,,,,,,,2,,,,,,,1,2,,"7,9",,3,,2,,,,,,,,1,"This is Roos Abels. In 2018, she wants to spend more time with her family and friends",2,2
2,2,https://www.facebook.com/665569133594737/videos/978544542297193/,https://m.facebook.com/story.php?story_fbid=978544542297193&id=665569133594737&_rdr,2018-01-10,5:39,2018-05-31,VIDEO,27,,14,,0,This is Jeon June. His New Year's resolution is to be happy. Share with us your resolutions for 2018!,This is Jeon June. His New Year's resolution is to be happy. Share with us your resolutions for 2018!,,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",1,1,2,,8,2,2,,,,,,,2,,,,,,,2,,,,,3,,2,,,,,,,,1,This is Jeon June. His New Year's resolution is to be happy. Share with us your resolutions for 2018!,2,2
2,3,https://www.facebook.com/665569133594737/videos/977871349031179/,https://m.facebook.com/story.php?story_fbid=977871349031179&id=665569133594737&_rdr,2018-01-09,0:02,2018-05-31,VIDEO,33,,14,,0,This is Hannah Motler. She has told us her New Year's resolutions for 2018. What are yours?,This is Hannah Motler. She has told us her New Year's resolutions for 2018. What are yours?,,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",1,1,2,,8,2,2,,,,,,,2,,,,,,,1,2,,"7,8",,3,,2,,,,,,,,1,This is Hannah Motler. She has told us her New Year's resolutions for 2018. What are yours?,2,2
2,4,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/970632119755102/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25660128_970632119755102_9128899257304786362_n.jpg?_nc_cat=0&oh=02f3075469360fe799c3f7b16292eed2&oe=5B7EAC0E,2017-12-26,23:00,2018-05-31,PICTURE,66,,35,,0,SALE now in-stores and zara.com,SALE now in-stores and ,,1,2,1,1,1,2,"2,4,5,6,7,8,9",1,1,5,,"5,8",1,1,1,,"5,8",2,2,,1,1,,"5,8",2,2,2,1,1,,"2,4,5,6,7,8,9",,3,,2,,,,,,,,1,SALE now in-stores and ,1,1
2,5,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/970355739782740/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25660045_970355739782740_2538247174392405211_n.jpg?_nc_cat=0&oh=d1b5d9be8bba353236fdedc98451fe16&oe=5B7D7AF2,2017-12-26,12:00,2018-05-31,PICTURE,310,,39,,0,"Our online SALE is here | See you at zara.com
","Our online SALE is here | See you at 
",,1,2,1,1,1,2,"2,4,5,6,7,8,9",1,1,7,,"5,8",1,1,1,,"5,8",2,2,,1,1,,"5,8",2,2,2,1,1,,"2,4,5,6,7,8,9",,3,,2,,,,,,,,1,"Our online SALE is here | See you at 
",1,1
2,6,https://www.facebook.com/665569133594737/videos/970089109809403/,https://m.facebook.com/story.php?story_fbid=970089109809403&id=665569133594737&_rdr,2017-12-25,23:00,2018-05-31,VIDEO,34,,3,,0,Our warmest greetings,Our warmest greetings,,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",4,1,3,,"4,5,7,8",2,2,,,,,,,2,,,,,,,1,2,,"4,5,6,7,8,9",,3,,2,,,,,,,,1,Our warmest greetings,2,2
2,7,https://www.facebook.com/665569133594737/videos/969639836520997/,https://m.facebook.com/story.php?story_fbid=969639836520997&id=665569133594737&_rdr,2017-12-25,4:00,2018-05-31,VIDEO,64,,0,,0,Have a nice day!,Have a nice day!,,1,2,2,,,,,4,1,7,,"4,5,7,8",2,2,,,,,,,2,,,,,,,2,,,,,3,,2,,,,,,,,1,Have a nice day!,2,2
2,8,https://www.facebook.com/665569133594737/videos/969494916535489/,https://m.facebook.com/story.php?story_fbid=969494916535489&id=665569133594737&_rdr,2017-12-24,23:00,2018-05-31,VIDEO,46,,8,,0,Have you been good this year?,Have you been good this year?,,1,2,1,1,1,2,"1,2,3,5,7,8,9",4,1,4,,"4,7,8",2,2,,,,,,,2,,,,,,,1,1,,"1,2,3,7,8,9",,3,,2,,,,,,,,1,Have you been good this year?,2,2
2,9,https://www.facebook.com/665569133594737/videos/968558253295822/,https://m.facebook.com/story.php?story_fbid=968558253295822&id=665569133594737&_rdr,2017-12-23,7:04,2018-05-31,VIDEO,29,,3,,0,Premium quality jeans with five pockets and a straight fit. http://bit.ly/2kYZiDK,Premium quality jeans with five pockets and a straight fit. ,,1,2,2,,,,,1,1,4,,"4,5,6",2,2,,,,,,,2,,,,,,,1,2,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,Premium quality jeans with five pockets and a straight fit. ,2,1
2,10,https://www.facebook.com/665569133594737/videos/968484429969871/,https://m.facebook.com/story.php?story_fbid=968484429969871&id=665569133594737&_rdr,2017-12-23,4:00,2018-05-31,VIDEO,53,,1,,0,Winter is officially here. Keep your hands warm! Gloves http://bit.ly/2l2l7Cy,Winter is officially here. Keep your hands warm! Gloves ,,1,2,1,1,2,2,"3,4,5,6",1,1,6,,"4,5,6",2,2,,,,,,,2,,,,,,,1,1,,"3,4,5,6",,3,,2,,,,,,,,1,Winter is officially here. Keep your hands warm! Gloves ,2,1
2,11,https://www.facebook.com/permalink.php?story_fbid=968308459987468&id=665569133594737,https://external-icn1-1.xx.fbcdn.net/safe_image.php?d=AQAItcNDRv9F5w3_&w=600&h=600&url=https%3A%2F%2Fcdn.socialstudio.radian6.com%2Fproxy%2Ffile%2F23570%2F1513874151365-7da29be5fda80726f860bd5fe2522011-0-STYLEBLACK.jpg%3Ftoken%3DeyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiIsImtpZCI6InByb3RlY3RlZGNvbnRlbnRwcm94eSJ9.eyJyZXF1ZXN0Ijp7InVzZXJJZCI6IjE4NTMzMyIsImNsaWVudElkIjoiMjM1NzAifSwiZmlsZU5hbWUiOiIyMzU3MFwvMTUxMzg3NDE1MTM2NS03ZGEyOWJlNWZkYTgwNzI2Zjg2MGJkNWZlMjUyMjAxMS0wLVNUWUxFQkxBQ0suanBnIiwiaWF0IjoxNTEzOTUxMjA1LCJhdWQiOiJodHRwOlwvXC93d3cucmFkaWFuNi5jb20iLCJzdWIiOiJsYXllcjcifQ.2Uzulj-PgtiOpV1G66c7xOIrF0MY-0oW8kNLaId8iPg&cfs=1&sx=0&sy=6&sw=1482&sh=1482&_nc_hash=AQDnQWSoxyeiD_C4,2017-12-22,23:00,2018-05-31,PICTURE,15,,1,,0,What's your style? Tell us!,What's your style? Tell us!,,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",1,1,3,,"4,5,6",2,2,,,,,,,2,,,,,,,1,2,,"4,5,7,8,9",,3,,2,,,,,,,,1,What's your style? Tell us!,2,2
2,12,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/965296780288636/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25299307_965296780288636_3936009435870653231_n.jpg?_nc_cat=0&oh=bbda87b1d314c197a67bb84ee881676d&oe=5B7C09F0,2017-12-17,8:00,2018-05-31,PICTURE,102,,19,,0,"Yellow Faux Fur Coat | Features piped side pockets, matching interior lining and lined hook fastener in the front.
http://bit.ly/2j6wlFn","Yellow Faux Fur Coat | Features piped side pockets, matching interior lining and lined hook fastener in the front.",,1,2,1,1,1,2,"2,5,6,7,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"5,6,7,8,9",,3,,2,,,,,,,,1,"Yellow Faux Fur Coat | Features piped side pockets, matching interior lining and lined hook fastener in the front.",2,1
2,13,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/965206640297650/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25299140_965206640297650_2721234348408246589_n.jpg?_nc_cat=0&oh=e5da510335b8fbcb36178c21b90445b8&oe=5B8CDF20,2017-12-17,4:00,2018-05-31,PICTURE,126,,7,,0,"Striped round neck coat with long sleeves, side in-seam pockets and fastening in the front with lined hooks. http://bit.ly/2j9pTgZ","Striped round neck coat with long sleeves, side in-seam pockets and fastening in the front with lined hooks. ",,1,2,1,1,1,2,"2,4,5,6,7,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"4,5,6,7,8,9",,3,,2,,,,,,,,1,"Striped round neck coat with long sleeves, side in-seam pockets and fastening in the front with lined hooks. ",2,1
2,14,https://www.facebook.com/665569133594737/videos/965111530307161/,https://m.facebook.com/story.php?story_fbid=965111530307161&id=665569133594737&_rdr,2017-12-17,0:00,2018-05-31,VIDEO,93,,7,,0,Feel the weekend mood! Discover our TRF new arrivals at http://bit.ly/2j99IAc,Feel the weekend mood! Discover our TRF new arrivals at ,,1,2,2,2,1,2,"1,2,3,4,5,6,7,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,Feel the weekend mood! Discover our TRF new arrivals at ,1,1
2,15,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/964471187037862/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/24775052_964471187037862_8520914590346700855_n.jpg?_nc_cat=0&oh=fe2c1e1c06bfe3c5afcd23e666523a2a&oe=5B832DAC,2017-12-15,23:00,2018-05-31,PICTURE,78,,16,,0,Free standard shipping on all orders today! http://bit.ly/2j6AgSI,Free standard shipping on all orders today! ,,1,2,1,2,1,1,"1,2,3,4,5,6,7,8,9",1,1,21,,"4,5,6,7,8,9",1,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,Free standard shipping on all orders today! ,1,1
2,16,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/963447717140209/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25299468_963447717140209_6248326508419251826_n.jpg?_nc_cat=0&oh=ea881c1b27c22a2c2163ef3ea1004bf5&oe=5B84E463,2017-12-14,7:00,2018-05-31,PICTURE,150,,13,,0,The perfect pair? Socks and sandals. http://bit.ly/2iZSFjW,The perfect pair? Socks and sandals. ,,1,2,1,1,1,1,"2,5,8",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"2,5,8",,3,,2,,,,,,,,1,The perfect pair? Socks and sandals. ,2,1
2,17,https://www.facebook.com/665569133594737/videos/963360997148881/,https://m.facebook.com/story.php?story_fbid=963360997148881&id=665569133594737&_rdr,2017-12-14,3:00,2018-05-31,VIDEO,156,,10,,0,Shoes for your special occasions. Check out full selection here: http://bit.ly/2BkIqRS,Shoes for your special occasions. Check out full selection here: ,,1,2,2,,,,,1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,4,7,8,9",,3,,2,,,,,,,,1,Shoes for your special occasions. Check out full selection here: ,1,1
2,18,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/963287740489540/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25299250_963287740489540_4779446927908456343_n.jpg?_nc_cat=0&oh=7fdc9f05c411bd202491d82682d8f39f&oe=5B782EB2,2017-12-14,0:15,2018-05-31,PICTURE,31,,6,,0,"NOW OPEN | Brickell City Centre | Miami, FL","NOW OPEN | Brickell City Centre | Miami, FL",,1,2,1,2,1,2,"1,2,3,4,5,6,7,8,9",1,1,7,,"4,5,7,8,9",2,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,2,,,,,,,,1,"NOW OPEN | Brickell City Centre | Miami, FL",2,2
2,19,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/963279880490326/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/25353860_963279880490326_3608876758822926770_n.jpg?_nc_cat=0&oh=fb37a56c071e699022cece9196b90075&oe=5B7BF0BB,2017-12-14,0:00,2018-05-31,PICTURE,132,,6,,0,"This holiday season, wear your sandals with a pair of festive socks! http://bit.ly/2BkcJs3","This holiday season, wear your sandals with a pair of festive socks! ",,1,2,1,1,1,1,"2,5,8",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"2,5,8",,3,,2,,,,,,,,1,"This holiday season, wear your sandals with a pair of festive socks! ",2,1
2,20,https://www.facebook.com/665569133594737/photos/a.668901099928207.1073741828.665569133594737/960765934075054/?type=3&theater,https://scontent-icn1-1.xx.fbcdn.net/v/t1.0-9/24796519_960765934075054_3245897076116762529_n.jpg?_nc_cat=0&oh=2590380d0f7b1a57e710b3ba4af2a7e4&oe=5B7B40AB,2017-12-09,7:30,2018-05-31,PICTURE,35,,8,,1,Metamorphosis by Tavar Zawacki profiles transparency and rising above one’s fears and challenges #supportedbyzara,Metamorphosis by Tavar Zawacki profiles transparency and rising above one’s fears and challenges #supportedbyzara,,1,2,2,,,,,3,2,,,,,2,,,,,,,2,,,,,,,2,,,,,3,,1,1,1,0,0,0,0,1,1,Metamorphosis by Tavar Zawacki profiles transparency and rising above one’s fears and challenges #supportedbyzara,2,2
2,21,https://www.facebook.com/665569133594737/videos/960700940748220/,https://m.facebook.com/story.php?story_fbid=960700940748220&id=665569133594737&_rdr,2017-12-09,4:05,2018-05-31,VIDEO,36,,8,,0,"Meet artist Tavar Zawacki, and learn about his first mural project at the Wynwood Walls in Miami #supportedbyzara","Meet artist Tavar Zawacki, and learn about his first mural project at the Wynwood Walls in Miami #supportedbyzara",,1,2,2,,,,,3,2,,,,,2,,,,,,,2,,,,,,,2,,,,,2,,1,1,1,0,0,0,0,1,1,"Meet artist Tavar Zawacki, and learn about his first mural project at the Wynwood Walls in Miami #supportedbyzara",2,2
2,22,https://www.facebook.com/665569133594737/videos/960608960757418/,https://m.facebook.com/story.php?story_fbid=960608960757418&id=665569133594737&_rdr,2017-12-09,0:01,2018-05-31,VIDEO,91,,10,,0,Miami Art Week 2017 | We collaborated on a mural project with artist Tavar Zawacki and Goldman Global Arts at the Wynwood Walls during Miami Art Basel.,Miami Art Week 2017 | We collaborated on a mural project with artist Tavar Zawacki and Goldman Global Arts at the Wynwood Walls during Miami Art Basel.,,1,2,2,,,,,3,2,,,,,2,,,,,,,2,,,,,,,2,,,,,2,,2,,,,,,,,1,Miami Art Week 2017 | We collaborated on a mural project with artist Tavar Zawacki and Goldman Global Arts at the Wynwood Walls during Miami Art Basel.,2,2
2,23,https://www.facebook.com/665569133594737/videos/960199257465055/,https://m.facebook.com/story.php?story_fbid=960199257465055&id=665569133594737&_rdr,2017-12-08,8:00,2018-05-31,GIF,37,,8,,1,Choose your Star Wars path. STAR WARS® t-shirt for Man and Woman #thelastjedi http://bit.ly/2nGFglW,Choose your Star Wars path. STAR WARS® t-shirt for Man and Woman #thelastjedi ,,1,2,1,1,1,2,"2,4,5,6,7,8,9",4,2,,,,,2,,,,,,,2,,,,,,,1,2,,"4,5,6,7,8,9",,3,,1,0,0,0,0,0,0,1,1,Choose your Star Wars path. STAR WARS® t-shirt for Man and Woman #thelastjedi ,2,1
2,24,https://www.facebook.com/665569133594737/videos/960102020808112/,https://m.facebook.com/story.php?story_fbid=960102020808112&id=665569133594737&_rdr,2017-12-08,4:00,2018-05-31,GIF,56,,1,,1,Choose your side. STAR WARS® sweatshirt for Woman and Man. #thelastjedi http://bit.ly/2A0ySYq,Choose your side. STAR WARS® sweatshirt for Woman and Man. #thelastjedi ,,1,2,1,1,1,2,"2,4,5,6,7,8,9",4,2,,,,,2,,,,,,,2,,,,,,,1,2,,"4,5,6,7,8,9",,3,,1,1,0,0,0,0,0,1,1,Choose your side. STAR WARS® sweatshirt for Woman and Man. #thelastjedi ,2,1
2,25,https://www.facebook.com/665569133594737/videos/960006690817645/,https://m.facebook.com/story.php?story_fbid=960006690817645&id=665569133594737&_rdr,2017-12-08,0:31,2018-05-31,GIF,73,,7,,1,You gotta have a good feeling about this T-shirt. STAR WARS® t-shirt for Woman and Man #thelastjedi http://bit.ly/2zY6Xs4,You gotta have a good feeling about this T-shirt. STAR WARS® t-shirt for Woman and Man #thelastjedi ,,1,2,1,1,1,2,"2,4,5,6,7,8,9",4,2,,,,,2,,,,,,,2,,,,,,,1,1,,"4,5,6,7,8,9",,3,,1,1,0,0,0,0,0,1,1,You gotta have a good feeling about this T-shirt. STAR WARS® t-shirt for Woman and Man #thelastjedi ,2,1
2,26,https://www.facebook.com/665569133594737/videos/959558500862464/,https://m.facebook.com/story.php?story_fbid=959558500862464&id=665569133594737&_rdr,2017-12-07,7:01,2018-05-31,VIDEO,42,,0,,0,"Miami Art Week 2017 | Mural project in collaboration with Goldman Global Arts and artist, Tavar Zawacki in the Wynwood Walls","Miami Art Week 2017 | Mural project in collaboration with Goldman Global Arts and artist, Tavar Zawacki in the Wynwood Walls",,1,2,1,2,1,1,"4,5,7,8",3,2,,,,,2,,,,,,,2,,,,,,,1,1,,"5,8",,1,,2,,,,,,,,1,"Miami Art Week 2017 | Mural project in collaboration with Goldman Global Arts and artist, Tavar Zawacki in the Wynwood Walls",2,2
2,27,https://www.facebook.com/665569133594737/videos/959500687534912/,https://m.facebook.com/story.php?story_fbid=959500687534912&id=665569133594737&_rdr,2017-12-07,4:12,2018-05-31,VIDEO,58,,3,,0,"Miami Art Week 2017 | Mural project in collaboration with Goldman Global Arts and artist, Tavar Zawacki in the Wynwood Walls","Miami Art Week 2017 | Mural project in collaboration with Goldman Global Arts and artist, Tavar Zawacki in the Wynwood Walls",,1,2,2,,,,,4,2,,,,,2,,,,,,,2,,,,,,,2,,,,,3,,2,,,,,,,,1,"Miami Art Week 2017 | Mural project in collaboration with Goldman Global Arts and artist, Tavar Zawacki in the Wynwood Walls",2,2
2,28,https://www.facebook.com/665569133594737/videos/958304767654504/,https://m.facebook.com/story.php?story_fbid=958304767654504&id=665569133594737&_rdr,2017-12-05,8:01,2018-05-31,VIDEO,53,,3,,0,This is our sequin shimmer dress. An updated classic halter dress with statement sparkle. http://bit.ly/2AOAwAg,This is our sequin shimmer dress. An updated classic halter dress with statement sparkle. ,,1,2,1,1,2,2,"1,2,3,4,5,6,7,8,9",1,1,2,,"4,5,6",2,2,,,,,,,2,,,,,,,1,2,,"1,4,5,6,7,8,9",,3,,2,,,,,,,,1,This is our sequin shimmer dress. An updated classic halter dress with statement sparkle. ,2,1
2,29,https://www.facebook.com/665569133594737/videos/958208024330845/,https://m.facebook.com/story.php?story_fbid=958208024330845&id=665569133594737&_rdr,2017-12-05,4:00,2018-05-31,VIDEO,125,,7,,1,The classic halter dress is given a sparkly makeover for the festive season. Check our new arrivals at http://bit.ly/2AO2xYo #zaranewin,The classic halter dress is given a sparkly makeover for the festive season. Check our new arrivals at  #zaranewin,,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",1,1,2,,"4,5,6",2,2,,,,,,,2,,,,,,,1,1,,"1,2,4,5,7,8",,3,,1,1,1,0,0,0,0,1,1,The classic halter dress is given a sparkly makeover for the festive season. Check our new arrivals at  #zaranewin,1,1
2,30,https://www.facebook.com/665569133594737/videos/958102101008104/,https://m.facebook.com/story.php?story_fbid=958102101008104&id=665569133594737&_rdr,2017-12-05,0:00,2018-05-31,VIDEO,223,,10,,1,Sequins all over! This is #zaranewin http://bit.ly/2iMzDkw,Sequins all over! This is #zaranewin ,,1,2,1,1,1,2,"1,2,3,4,5,6,7,8,9",1,1,2,,"4,5,6",2,2,,,,,,,2,,,,,,,1,1,,"1,2,3,4,5,6,7,8,9",,3,,1,1,1,0,0,0,0,1,1,Sequins all over! This is #zaranewin ,2,2
2,31,https://www.facebook.com/665569133594737/videos/956613361156978/,https://m.facebook.com/story.php?story_fbid=956613361156978&id=665569133594737&_rdr,2017-12-02,8:00,2018-05-31,VIDEO,40,,1,,1,Thank you to all who participated in this collaboration #wearyourphoto http://bit.ly/2iAEsxm,Thank you to all who participated in this collaboration #wearyourphoto ,,1,2,1,1,1,2,"1,2,4,5,6,7,8,9",1,2,,,,,2,,,,,,,2,,,,,,,1,1,,"1,2,4,5,6,7,8,9",,3,,1,1,0,0,0,0,0,1,1,Thank you to all who participated in this collaboration #wearyourphoto ,2,1
